account_no,tranpostdt,account_type,address_line1,address_line2,address_type,amount,amount_type,bucket,cardnum,city,country_code,country_name,customers,first_name,full_name,last_name,location,merchantctgydesc,merchantctygcd,merchantname,middle_name,origtranamt,referencekeytype,referencekeyvalue,solr_query,state_abbreviation,tags,tranamt,trancd,trandescription,tranexpdt,tranid,traninitdt,transrespcd,transrespdesc,transresptype,transrsncd,transrsndesc,transrsntype,transtat,trantype,zipcode,zipcode4
f5295ab5-5900-4dc1-8529-2cf7de0140f9,2017-09-17 10:30:50.798+0000,,Line1-1078579,Apt 1078579,Apartment,241.292464616219,Credit,1,77f30844-d412-4ac0-818d-70c560303b36,Champaign,00,USA,,Angela,Angela Eliza 78579,78579,Duluth,Lumber and Building Materials Stores,5211,Lowes,Eliza,241.29246461621932,reftype,thisRef,,IL,"{'Diy', 'Work'}",241.292464616219,tranCd1,this is the transaction description,2017.09.17.05.30.50,e78f9b11-5355-4438-9b1e-ee219ac1bf52,2017-09-17 10:30:50.798+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
f5295ab5-5900-4dc1-8529-2cf7de0140f9,2017-09-16 07:34:19.800+0000,,Line1-1078579,Apt 1078579,Apartment,165.411587030379,Credit,1,a044d75d-fc90-460d-877e-6796fb36a7d8,Champaign,00,USA,,Angela,Angela Eliza 78579,78579,St. Paul,Fast Food Restaurants,5814,Starbucks,Eliza,165.41158703037917,reftype,thisRef,,IL,"{'Coffee', 'Work'}",165.411587030379,tranCd1,this is the transaction description,2017.09.16.02.34.19,b50a47d1-dfda-426e-aa8f-818a8f269861,2017-09-16 07:34:19.800+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
a8081db6-4bb0-4054-8c0f-1db8c29405e8,2017-09-18 10:34:15.471+0000,,Line1-1072800,,Residence,96.245827705688,Credit,1,9b6c9c03-e916-4803-8fa7-6e9f8c6ec311,Chicago,00,USA,,Jason,Jason Paul 72800,72800,Chicago,Wholesale Clubs,5300,Co-op,Paul,96.24582770568843,reftype,thisRef,,IL,"{'Shopping', 'Work'}",96.245827705688,tranCd1,this is the transaction description,2017.09.18.05.34.15,e8acc490-84df-416b-be8b-8aaecd19ef8d,2017-09-18 10:34:15.471+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,60601,60601-1234
1d781821-27d9-49b4-8ee9-7115f2b7fa82,2017-09-19 13:22:08.358+0000,,Line1-1077918,Apt 1077918,Apartment,155.647699742313,Credit,1,a46bca5f-b98b-4b59-ae71-a86875a0c221,Rockford,00,USA,,Igor,Igor Golov 77918,77918,Edina,Electronic Sales,5732,BestBuy,Golov,155.64769974231348,reftype,thisRef,,MN,"{'Tech', 'Work'}",155.647699742313,tranCd1,this is the transaction description,2017.09.19.08.22.08,3ddf4fd1-a56c-4bab-b764-6262a801422e,2017-09-19 13:22:08.358+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
f437701f-a18c-4a38-a638-f85f651fdd7f,2017-09-18 11:36:28.366+0000,,Line1-1003915,,Residence,180.978804753749,Credit,1,52c88128-3333-4d02-bbc6-dacc6b359b4d,Duluth,00,USA,,Julia,Julia Elizabeth 03915,03915,Chicago,Book Stores,5942,BarnesNoble,Elizabeth,180.97880475374882,reftype,thisRef,,MN,"{'Travel', 'Work'}",180.978804753749,tranCd1,this is the transaction description,2017.09.18.06.36.28,ad0718a4-4757-4b1c-963e-b538799ef300,2017-09-18 11:36:28.366+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55802,55802-1234
65fab414-f585-46a0-8ff4-e48afb0e893d,2017-09-17 13:06:10.131+0000,,Line1-1001340,,Residence,20.709620570502,Debit,1,558ffbcb-92de-4a31-a82e-c7994090a66e,Chicago,00,USA,,Jason,Jason Paul 01340,01340,Duluth,Misc. Food Stores – Convenience Stores and Specialty Markets,5499,Morrisons,Paul,20.709620570501997,reftype,thisRef,,IL,"{'Home', 'Shopping'}",20.709620570502,tranCd1,this is the transaction description,2017.09.17.08.06.10,43bd9f26-17ee-4e07-9069-017baf82ba29,2017-09-17 13:06:10.131+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,60601,60601-1234
233e4b55-7054-47a0-b1a4-5545ef66cf71,2017-09-21 00:40:06.105+0000,,Line1-1030009,Apt 1030009,Apartment,90.506419344565,Credit,1,0872d068-66aa-4895-9472-8de3c786840e,Champaign,00,USA,,Angela,Angela Eliza 30009,30009,Chicago,Direct Marketing – Catalog Merchant,5964,PC World,Eliza,90.5064193445651,reftype,thisRef,,IL,"{'Home', 'Tech'}",90.506419344565,tranCd1,this is the transaction description,2017.09.20.19.40.06,b5a94bf7-e240-43cc-90fc-641bbba27b39,2017-09-21 00:40:06.105+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
184d6e90-5f2e-4c56-9ffc-c5305a8d7b21,2017-09-18 07:29:49.541+0000,,Line1-1057658,Apt 1057658,Apartment,121.235389003519,Credit,1,371e4652-571f-4095-9e0e-0d4c37670635,Rockford,00,USA,,Igor,Igor Golov 57658,57658,Bloomington,Family Clothing Stores,5651,Next,Golov,121.23538900351932,reftype,thisRef,,MN,"{'Clothes', 'Work'}",121.235389003519,tranCd1,this is the transaction description,2017.09.18.02.29.49,7b637a0e-7d19-487b-8494-f47165b5dc26,2017-09-18 07:29:49.541+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
cace6af7-c7fc-407f-a1d4-9af7a2075523,2017-09-19 09:55:26.607+0000,,Line1-1052332,,Residence,64.957318446753,Debit,1,875e4b4b-0be6-4b3b-b594-5c96398c91b9,St. Paul,00,USA,,Esmeralda,Esmeralda Mary 52332,52332,Rockford,Discount Stores,5310,Marks & Spencer,Mary,64.95731844675345,reftype,thisRef,,MN,"{'Home', 'Shopping'}",64.957318446753,tranCd1,this is the transaction description,2017.09.19.04.55.26,218c3dcb-fa1c-4686-87c5-efc373ec5474,2017-09-19 09:55:26.607+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55101,55101-1234
d53e2f75-2540-4ae4-9561-71b43639ae27,2017-09-20 07:38:41.077+0000,,Line1-1069348,Apt 1069348,Apartment,23.515622245904,Credit,1,c2e4e1c7-37e8-48ec-911a-9573a78b9f3d,Rockford,00,USA,,Igor,Igor Golov 69348,69348,Edina,"Drinking Places, Bars, Taverns, Cocktail lounges, Nightclubs and Discotheques",5813,Local Pub,Golov,23.515622245903543,reftype,thisRef,,MN,"{'Eating out', 'Work'}",23.515622245904,tranCd1,this is the transaction description,2017.09.20.02.38.41,ac6cea7b-9902-4671-9a51-a927884c8fc5,2017-09-20 07:38:41.077+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
a96c7bb9-d15c-4297-82a0-719df2f52811,2017-09-19 04:22:23.385+0000,,Line1-1040067,,Residence,83.406188941575,Credit,1,0d6dff26-ea42-4cd9-8501-dacd14f809ac,Bloomington,00,USA,,Luis,Luis Javier 40067,40067,Plymouth,Book Stores,5942,BarnesNoble,Javier,83.40618894157546,reftype,thisRef,,MN,"{'Travel', 'Work'}",83.406188941575,tranCd1,this is the transaction description,2017.09.18.23.22.23,c3d2a211-8d74-4c40-b56c-0036bd1249a7,2017-09-19 04:22:23.385+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
142e9b85-90ac-46f2-9935-5f490ae57b02,2017-09-18 01:51:36.610+0000,,Line1-1007351,,Residence,155.038552468246,Credit,1,3d76d591-81c1-4110-9e8e-b76f12860876,Minneapolis,00,USA,,Catherine,Catherine Ann 07351,07351,Minneapolis,Family Clothing Stores,5651,Next,Ann,155.0385524682464,reftype,thisRef,,MN,"{'Clothes', 'Work'}",155.038552468246,tranCd1,this is the transaction description,2017.09.17.20.51.36,fe2c8938-dc6f-4ad2-9250-21ee4a457f7b,2017-09-18 01:51:36.610+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
0603d30f-811b-40ed-9055-c479c0f352b4,2017-09-19 23:06:02.262+0000,,Line1-1058651,,Residence,98.167939264108,Credit,1,3488134f-9587-4a3f-be04-a3fca1b13b75,Minneapolis,00,USA,,Catherine,Catherine Ann 58651,58651,Bloomington,Supermarkets,5411,Cub Foods,Ann,98.16793926410844,reftype,thisRef,,MN,"{'Home', 'Shopping'}",98.167939264108,tranCd1,this is the transaction description,2017.09.19.18.06.02,8093c397-3f04-4d41-a97b-f214eb3d2219,2017-09-19 23:06:02.262+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
b67cfe1b-4d47-48fd-84fe-8be4fa25dcf6,2017-09-18 00:07:51.071+0000,,Line1-1009215,,Residence,89.249262958657,Debit,1,8cf57e59-f6a2-4b25-b6ab-6db6c674e2b5,Duluth,00,USA,,Julia,Julia Elizabeth 09215,09215,Rockford,Discount Stores,5310,Wal-Mart Stores,Elizabeth,89.2492629586572,reftype,thisRef,,MN,"{'Home', 'Shopping'}",89.249262958657,tranCd1,this is the transaction description,2017.09.17.19.07.51,34decdbd-6652-48f9-b7c2-2491318ee74b,2017-09-18 00:07:51.071+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55802,55802-1234
cb15279d-4860-4ddb-8975-848b2639cf36,2017-09-19 08:56:04.339+0000,,Line1-1096287,,Residence,166.569362457723,Credit,1,ba9af21c-5847-4371-9ecc-ec7b74243eff,Bloomington,00,USA,,Luis,Luis Javier 96287,96287,Rockford,Miscellaneous Home Furnishing Specialty Stores,5719,B&Q,Javier,166.56936245772272,reftype,thisRef,,MN,"{'Diy', 'Home'}",166.569362457723,tranCd1,this is the transaction description,2017.09.19.03.56.04,c420dc9a-a9bd-4b4a-a25c-5ea494af173c,2017-09-19 08:56:04.339+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
0e6c117a-a42a-48c2-a91c-66d39ec5de08,2017-09-18 23:31:35.605+0000,,Line1-1020639,Apt 1020639,Apartment,104.997154893427,Credit,1,f318b9fa-ebce-4d68-b3e3-ef02d3399d36,Champaign,00,USA,,Angela,Angela Eliza 20639,20639,Minneapolis,Electronic Sales,5732,BestBuy,Eliza,104.99715489342692,reftype,thisRef,,IL,"{'Tech', 'Work'}",104.997154893427,tranCd1,this is the transaction description,2017.09.18.18.31.35,35a20551-0daf-4fab-9b58-e844ba78a670,2017-09-18 23:31:35.605+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
f0b2aaae-8bb8-4bcb-84b7-26ab3858fb60,2017-09-18 00:12:41.313+0000,,Line1-1049798,Apt 1049798,Apartment,9.617830021851,Credit,1,9a3f0503-9eb8-4cde-afc9-ca6c54c7c36d,Rockford,00,USA,,Igor,Igor Golov 49798,49798,Chicago,Electronic Sales,5732,BestBuy,Golov,9.617830021851137,reftype,thisRef,,MN,"{'Tech', 'Work'}",9.617830021851,tranCd1,this is the transaction description,2017.09.17.19.12.41,2208ef23-f0ce-4d04-9d26-6ad80ba8d3d3,2017-09-18 00:12:41.313+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
c584eb42-6c1b-4efa-aba3-80f18b34374d,2017-09-20 00:09:26.049+0000,,Line1-1042931,,Residence,49.624390164627,Debit,1,27aba668-c8a4-4c25-9225-e8ffd9aefe38,Minneapolis,00,USA,,Catherine,Catherine Ann 42931,42931,Bloomington,Discount Stores,5310,Wal-Mart Stores,Ann,49.6243901646269,reftype,thisRef,,MN,"{'Home', 'Shopping'}",49.624390164627,tranCd1,this is the transaction description,2017.09.19.19.09.26,72f298b3-6daa-48cc-a71d-6bc27b38c187,2017-09-20 00:09:26.049+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
425fe4f3-2964-4792-96ce-c5afd86a7cfd,2017-09-17 01:31:08.649+0000,,Line1-1008072,,Residence,117.335629624254,Debit,1,65e517ed-0dab-4158-8119-152e9c459d12,St. Paul,00,USA,,Esmeralda,Esmeralda Mary 08072,08072,Champaign,Misc. Food Stores – Convenience Stores and Specialty Markets,5499,Morrisons,Mary,117.3356296242536,reftype,thisRef,,MN,"{'Home', 'Shopping'}",117.335629624254,tranCd1,this is the transaction description,2017.09.16.20.31.08,8daef25c-7a68-41f0-b4cd-da68803a6744,2017-09-17 01:31:08.649+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55101,55101-1234
63b19d2c-d3f9-448b-b5f3-8dc7b7d57135,2017-09-17 14:18:03.459+0000,,Line1-1062323,,Mobile,118.598277054091,Credit,1,05890c15-5fcd-43ec-9836-9b5489c6cbf8,Plymouth,00,USA,,Marcus,Marcus Joseph 62323,62323,Minneapolis,Drug Stores and Pharmacies,5912,Walmart,Joseph,118.59827705409126,reftype,thisRef,,MN,"{'Home', 'Pharmacy'}",118.598277054091,tranCd1,this is the transaction description,2017.09.17.09.18.03,317ba89b-528f-41ce-97b7-8112850e61a4,2017-09-17 14:18:03.459+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55441,55441-1234
212881d4-a68c-4ac7-9665-1ce171440f98,2017-09-17 03:30:53.644+0000,,Line1-1069009,Apt 1069009,Apartment,155.965641728348,Debit,1,28b0cd18-e4a9-44fe-965d-fe6b07b09ce4,Champaign,00,USA,,Angela,Angela Eliza 69009,69009,Champaign,Discount Stores,5310,Wal-Mart Stores,Eliza,155.9656417283485,reftype,thisRef,,IL,"{'Home', 'Shopping'}",155.965641728348,tranCd1,this is the transaction description,2017.09.16.22.30.53,8f250e19-e3b6-4ec9-9ff3-2dbc1dcd805f,2017-09-17 03:30:53.644+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
4238898a-2bb9-4d28-8210-7ab6b8254736,2017-09-16 11:15:49.121+0000,,Line1-1066612,,Residence,98.279899235348,Credit,1,94ab507d-af5c-4333-8ba5-316d706453e0,St. Paul,00,USA,,Esmeralda,Esmeralda Mary 66612,66612,Champaign,Grocery Stores,5411,Somerfield,Mary,98.27989923534828,reftype,thisRef,,MN,"{'Home', 'Shopping'}",98.279899235348,tranCd1,this is the transaction description,2017.09.16.06.15.49,8e66b82b-2a5d-4b3b-9c42-e1927948be19,2017-09-16 11:15:49.121+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55101,55101-1234
3cad008a-fb01-4467-80df-9cf06ef3bb2b,2017-09-20 23:50:09.053+0000,,Line1-1043626,,Residence,90.009082820536,Credit,1,b6a4908b-8149-4fa4-8e57-517ddcfdbcc6,Bloomington,00,USA,,Miles,Miles John 43626,43626,Plymouth,Grocery Stores,5411,Somerfield,John,90.00908282053582,reftype,thisRef,,IL,"{'Home', 'Shopping'}",90.009082820536,tranCd1,this is the transaction description,2017.09.20.18.50.09,a7bad762-c518-43e6-a09a-66d584be67a2,2017-09-20 23:50:09.053+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61704,61704-1234
0b58ed2f-ffb3-4443-9d3b-61adf2aec9c3,2017-09-19 10:09:27.574+0000,,Line1-1051199,Apt 1051199,Apartment,5.535337404048,Debit,1,f7452775-6ad4-4b5c-95b9-2870fda86093,Champaign,00,USA,,Angela,Angela Eliza 51199,51199,Rockford,Discount Stores,5310,Wal-Mart Stores,Eliza,5.535337404048213,reftype,thisRef,,IL,"{'Home', 'Shopping'}",5.535337404048,tranCd1,this is the transaction description,2017.09.19.05.09.27,391b1e37-a550-4ef3-b967-88a912e882c0,2017-09-19 10:09:27.574+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
491bf7bd-41cd-45d8-a943-3060e657fb50,2017-09-17 08:58:10.149+0000,,Line1-1067718,Apt 1067718,Apartment,11.053677127202,Credit,1,7ed4f931-c360-4639-b9b8-d0cfaeff2d3a,Rockford,00,USA,,Igor,Igor Golov 67718,67718,Bloomington,Department Stores,5311,John Lewis,Golov,11.053677127202066,reftype,thisRef,,MN,"{'Home', 'HouseHold'}",11.053677127202,tranCd1,this is the transaction description,2017.09.17.03.58.10,3ba1a09a-8042-405c-874d-3240b225bfe8,2017-09-17 08:58:10.149+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
491bf7bd-41cd-45d8-a943-3060e657fb50,2017-09-17 05:45:59.782+0000,,Line1-1067718,Apt 1067718,Apartment,102.267891736308,Debit,1,c7c3b582-578a-4f5c-84cf-0758dcefe559,Rockford,00,USA,,Igor,Igor Golov 67718,67718,St. Paul,Discount Stores,5310,Wal-Mart Stores,Golov,102.26789173630807,reftype,thisRef,,MN,"{'Home', 'Shopping'}",102.267891736308,tranCd1,this is the transaction description,2017.09.17.00.45.59,d2692f11-5da2-4f06-8b7d-99189344f4c0,2017-09-17 05:45:59.782+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61101,61101-1234
8ae044f5-28c3-455d-8543-24ecdf59db5e,2017-09-16 12:09:23.498+0000,,Line1-1018896,,Residence,125.267247883155,Credit,1,9c438425-9adc-4c23-9222-eff194c7f6e4,Bloomington,00,USA,,Miles,Miles John 18896,18896,Bloomington,Electronic Sales,5732,BestBuy,John,125.26724788315525,reftype,thisRef,,IL,"{'Tech', 'Work'}",125.267247883155,tranCd1,this is the transaction description,2017.09.16.07.09.23,761fd58c-b5c5-4b55-a4e1-d0ff19ddca5b,2017-09-16 12:09:23.498+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,61704,61704-1234
e6cadac4-d8f4-45ba-8c88-380a21135889,2017-09-17 10:55:32.824+0000,,Line1-1040167,,Residence,200.234346912935,Credit,1,4332c266-7713-4768-8f30-be50111dffb1,Bloomington,00,USA,,Luis,Luis Javier 40167,40167,Rockford,Direct Marketing – Catalog Merchant,5964,PC World,Javier,200.23434691293517,reftype,thisRef,,MN,"{'Home', 'Tech'}",200.234346912935,tranCd1,this is the transaction description,2017.09.17.05.55.32,e2d23efb-0fe2-4ff5-a12a-8385d0e6118a,2017-09-17 10:55:32.824+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55435,55435-1234
d83e4f11-68e1-4870-95d4-87979c88e121,2017-09-17 08:38:32.977+0000,,Line1-1055935,,Residence,45.267196374387,Credit,1,2247fd45-e544-4ba8-906a-3ff127531f21,Duluth,00,USA,,Julia,Julia Elizabeth 55935,55935,Edina,Direct Marketing – Travel Related Arrangements Services,5962,Carlson Wagonlit Travel,Elizabeth,45.26719637438692,reftype,thisRef,,MN,"{'Travel', 'Work'}",45.267196374387,tranCd1,this is the transaction description,2017.09.17.03.38.32,ad99fc9f-fb0c-4891-9742-0a48b29f4b7c,2017-09-17 08:38:32.977+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55802,55802-1234
69923cab-34ff-4e15-a1b4-62fe57b1d930,2017-09-19 08:10:51.627+0000,,Line1-1008965,,Residence,172.343023852333,Debit,1,b5c7f890-0f91-4563-9e2c-35912f565725,Duluth,00,USA,,Julia,Julia Elizabeth 08965,08965,Champaign,Misc. Food Stores – Convenience Stores and Specialty Markets,5499,Morrisons,Elizabeth,172.34302385233286,reftype,thisRef,,MN,"{'Home', 'Shopping'}",172.343023852333,tranCd1,this is the transaction description,2017.09.19.03.10.51,c3854cbd-6703-4578-a34e-2096532c2fb2,2017-09-19 08:10:51.627+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55802,55802-1234
2fc79536-bc56-4575-88a4-c9ea8f481c71,2017-09-18 17:08:48.936+0000,,Line1-1014982,,Residence,131.927041978626,Credit,1,88ad12de-c9c6-4bf2-9975-5f6e4525f14b,St. Paul,00,USA,,Esmeralda,Esmeralda Mary 14982,14982,Champaign,Family Clothing Stores,5651,Next,Mary,131.92704197862597,reftype,thisRef,,MN,"{'Clothes', 'Work'}",131.927041978626,tranCd1,this is the transaction description,2017.09.18.12.08.48,a0f323f0-02e9-4760-83be-d0f85cfd968b,2017-09-18 17:08:48.936+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55101,55101-1234
a1a9070d-4d0b-4c71-a686-f825047253a1,2017-09-16 15:57:13.478+0000,,Line1-1087611,,Residence,114.013927516557,Credit,1,3dcdaafe-a562-4484-b34e-6c67411a8660,Minneapolis,00,USA,,Catherine,Catherine Ann 87611,87611,Bloomington,Men’s and Women’s Clothing Stores,5691,Costa,Ann,114.01392751655719,reftype,thisRef,,MN,"{'Coffee', 'Work'}",114.013927516557,tranCd1,this is the transaction description,2017.09.16.10.57.13,a0802326-33c7-4f8a-bd92-1b4e97719e09,2017-09-16 15:57:13.478+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
19ea2df1-cdbd-487f-86b0-be819000f364,2017-09-19 18:21:18.636+0000,,Line1-1041379,Apt 1041379,Apartment,1.274726363781,Credit,1,9dec8a7f-0c01-4d41-ae35-516e0b25b5c5,Champaign,00,USA,,Angela,Angela Eliza 41379,41379,Bloomington,Mail Order Houses,5961,Argos,Eliza,1.274726363780898,reftype,thisRef,,IL,"{'Household', 'Work'}",1.274726363781,tranCd1,this is the transaction description,2017.09.19.13.21.18,98c3e562-14e5-4f4b-a6df-315909fa4987,2017-09-19 18:21:18.636+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
22bab538-d74e-4364-b709-c3c06aec88a3,2017-09-19 02:09:35.897+0000,,Line1-1018881,,Residence,18.956822480832,Credit,1,86759fe3-ecf0-4089-b4f9-1f7c2240ad70,Minneapolis,00,USA,,Catherine,Catherine Ann 18881,18881,Bloomington,Mail Order Houses,5961,Argos,Ann,18.956822480831526,reftype,thisRef,,MN,"{'Household', 'Work'}",18.956822480832,tranCd1,this is the transaction description,2017.09.18.21.09.35,eb5f32aa-008f-4e7a-a3c1-0f1e5990ee10,2017-09-19 02:09:35.897+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
66bffbb4-e5b5-4e31-8aa9-864bd8b43575,2017-09-20 09:03:25.985+0000,,Line1-1009160,,Residence,146.268750609191,Credit,1,77f483d9-b04a-4257-9098-fc2dd4733ff0,Chicago,00,USA,,Jason,Jason Paul 09160,09160,Edina,Grocery Stores,5411,Spar,Paul,146.268750609191,reftype,thisRef,,IL,"{'Shopping', 'Work'}",146.268750609191,tranCd1,this is the transaction description,2017.09.20.04.03.25,77f3d4cb-01f2-4483-833d-fe1445486ad2,2017-09-20 09:03:25.985+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,60601,60601-1234
aceeff6d-9896-400c-aeb7-12ade93eab2e,2017-09-18 20:53:11.905+0000,,Line1-1046251,,Residence,116.151372109173,Credit,1,78c3dafe-5387-4986-994d-122b56a6d383,Minneapolis,00,USA,,Catherine,Catherine Ann 46251,46251,Plymouth,Fast Food Restaurants,5814,Pizza Hut,Ann,116.15137210917348,reftype,thisRef,,MN,"{'Eating out', 'Work'}",116.151372109173,tranCd1,this is the transaction description,2017.09.18.15.53.11,d97f6130-49f2-47b0-9a98-a5f81252445c,2017-09-18 20:53:11.905+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55401,55401-1234
f1f0fee2-34fd-4d84-8f3f-c252bb4c46d7,2017-09-18 14:43:48.981+0000,,Line1-1035823,,Mobile,88.4800773867,Credit,1,9cf091b2-9e16-4ceb-87d2-b20961a540d8,Plymouth,00,USA,,Marcus,Marcus Joseph 35823,35823,Champaign,Book Stores,5942,BarnesNoble,Joseph,88.48007738669968,reftype,thisRef,,MN,"{'Travel', 'Work'}",88.4800773867,tranCd1,this is the transaction description,2017.09.18.09.43.48,c6f0a0b5-6248-4f16-a94d-a31d38ab586e,2017-09-18 14:43:48.981+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55441,55441-1234
35b27304-642c-4581-9517-5ba7cf637ffa,2017-09-18 08:15:16.236+0000,,Line1-1088322,,Residence,105.467242957749,Debit,1,efc468e2-17a9-43c9-9fe3-46fc19f1de7d,St. Paul,00,USA,,Esmeralda,Esmeralda Mary 88322,88322,Rockford,Discount Stores,5310,Marks & Spencer,Mary,105.46724295774887,reftype,thisRef,,MN,"{'Home', 'Shopping'}",105.467242957749,tranCd1,this is the transaction description,2017.09.18.03.15.16,a301739c-beb8-445e-a9af-bd664b9361a1,2017-09-18 08:15:16.236+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,55101,55101-1234
ce4568d3-d0ff-4343-bb7e-66cb58a33502,2017-09-17 17:34:13.157+0000,,Line1-1029269,Apt 1029269,Apartment,125.45163259317,Credit,1,19fbbfd0-31ec-4c7d-83d7-06660ddea643,Champaign,00,USA,,Angela,Angela Eliza 29269,29269,Bloomington,Family Clothing Stores,5651,Next,Eliza,125.45163259316985,reftype,thisRef,,IL,"{'Clothes', 'Work'}",125.45163259317,tranCd1,this is the transaction description,2017.09.17.12.34.13,5c15739f-9a0c-41bb-bc87-e50af3809f0f,2017-09-17 17:34:13.157+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,16821,16821-1234
ebfa2ee2-6e53-455f-8df9-810c5cefce6b,2017-09-19 18:27:48.148+0000,,Line1-1014470,,Residence,187.485208887965,Credit,1,9810d004-b04f-4cb1-bc12-a5b7e21a7051,Chicago,00,USA,,Jason,Jason Paul 14470,14470,Duluth,Fast Food Restaurants,5814,Starbucks,Paul,187.4852088879652,reftype,thisRef,,IL,"{'Coffee', 'Work'}",187.485208887965,tranCd1,this is the transaction description,2017.09.19.13.27.48,d03299f4-9282-47cc-90bd-0f45229f86d5,2017-09-19 18:27:48.148+0000,transRespCd,transRespDesc,transRespType,transRsnCd1,transRsnDesc,transRsnType,OK,TranTyp1,60601,60601-1234
